city,date,fare,ride_id
West Heidi,27-02-2018,35.19,6998274661093
West Heidi,02-03-2018,23.55,6478066239773
Roberthaven,30-03-2018,16.2,2949492899335
Karenberg,07-04-2018,16.11,4806086618308
Port Angela,08-03-2018,23.06,2750735754263
Hurleymouth,07-02-2018,36.7,174817935586
Simpsonburgh,31-03-2018,24.16,9709763173877
South Jack,14-03-2018,18.66,3511595408654
New Jacobville,10-03-2018,10.63,650454073183
Williamsstad,16-04-2018,32.43,7177820757193
Port Johnbury,27-03-2018,38.99,4115681049074
North Jasmine,17-02-2018,35.11,6620977832578
South Jack,03-01-2018,4.95,9005601861976
Pattyland,23-04-2018,13.01,9345291289088
Raymondhaven,16-02-2018,24.31,8960623511494
Joneschester,24-04-2018,9.78,967059001191
North Jason,19-02-2018,15.87,7791829022351
Williamsstad,22-02-2018,20.56,5813755050580
West Christopherberg,19-02-2018,40.98,752483924594
South Karenland,19-03-2018,23.07,5759339375338
Rodneyfort,07-03-2018,7.78,2859632419166
Lake Scottton,05-02-2018,24.54,3770264244362
Royland,26-01-2018,14.68,1747288700619
Martinezhaven,21-01-2018,42.75,9056087833483
West Patrickchester,17-03-2018,17.38,3066494740812
Raymondhaven,31-03-2018,36.29,8959236448389
West Robert,06-03-2018,22.86,2318924655908
South Evanton,25-02-2018,15.06,8873328684410
West Christopherberg,07-03-2018,32.27,2175995190390
West Josephberg,19-04-2018,42.53,6114371775734
Liumouth,06-03-2018,23.53,2430165353440
West Christopherberg,10-02-2018,8.42,836258929042
Hurleymouth,23-02-2018,18.15,6051426056694
Port Angela,26-02-2018,28.52,6783567697046
West Samuelburgh,31-01-2018,14.11,6038399993379
North Barbara,06-04-2018,26.64,929433010137
Rodneyfort,29-04-2018,44.28,6979257207125
North Jason,05-04-2018,31.89,9988466063962
Port David,11-02-2018,10.05,6921950351964
Raymondhaven,27-01-2018,41.76,7325938233362
Barajasview,12-03-2018,37.05,1829231979881
Liumouth,17-01-2018,33.29,3424319492696
North Barbara,24-03-2018,4.05,5344060775757
Valentineton,03-04-2018,18.62,555060361832
West Samuelburgh,17-04-2018,10.58,2071898775101
Carriemouth,15-01-2018,24.13,7417680158298
Carriemouth,08-05-2018,21.99,117997692054
Erikaland,21-02-2018,12.44,2705086825803
Grahamburgh,18-01-2018,23.35,8084539320626
East Kaylahaven,29-01-2018,9.81,2058424667529
Carriemouth,04-02-2018,24.87,6015598860404
Justinberg,14-04-2018,24.34,1492818096457
Pattyland,01-01-2018,42.11,9614950109785
Royland,09-04-2018,22.89,5157860209922
Huntermouth,14-03-2018,30.49,9537564108817
Huntermouth,17-01-2018,41.48,7802304472162
Huntermouth,03-02-2018,31.43,4782856135575
South Evanton,21-02-2018,34.21,5093964974376
West Robert,12-04-2018,32.48,7544372967170
Raymondhaven,02-03-2018,5.19,4175054279743
Port Frank,02-04-2018,13.55,4849705700770
West Heidi,18-03-2018,4.29,4315017466135
Amandaburgh,01-04-2018,24.29,1995462170530
Liumouth,27-02-2018,43.31,1510929985528
Barajasview,15-03-2018,28.3,1314271514395
New Kimberlyborough,19-03-2018,27.37,533038154167
West Samuelburgh,06-01-2018,43.05,9810772317135
Lake Scottton,28-01-2018,23.95,9483395581537
North Jason,14-01-2018,26.58,8642389596914
East Kaylahaven,23-03-2018,4.64,1908039054942
Johnton,15-03-2018,43.5,7134200570421
Roberthaven,22-02-2018,27.48,9420000697474
Robertport,25-01-2018,44.75,6711343300903
Joneschester,16-02-2018,9.48,4155294950060
Johnton,02-05-2018,32.38,8954815235985
West Anthony,19-02-2018,27.9,4267516319637
Martinezhaven,11-03-2018,7.01,7636746329063
Port Johnbury,30-03-2018,15.17,4900589555228
Williamsview,07-04-2018,19.19,8047769956638
West Robert,23-02-2018,33.24,3055026277315
Barajasview,19-03-2018,26.6,5623058981104
Williamsstad,06-05-2018,40.79,8720870563338
Justinberg,22-01-2018,38.3,1287829992528
Justinberg,16-04-2018,16.58,1476443795435
Carriemouth,17-02-2018,22.66,3717939611043
South Evanton,10-04-2018,30.36,5254904485721
Simpsonburgh,14-02-2018,30,7644620182703
New Kimberlyborough,07-01-2018,15.22,7020071980202
Richardfort,03-04-2018,40.77,9496210735824
Williamsview,05-01-2018,21.59,6180215746345
Carriemouth,04-01-2018,31.99,4872537912318
West Christopherberg,06-04-2018,25.31,3275952096570
New Jacobville,10-04-2018,42.92,4021024039865
Karenberg,23-04-2018,26.92,9685096099889
Johnton,28-02-2018,12.02,6670296339067
Amandaburgh,20-04-2018,16.27,3513123734716
Port Frank,25-04-2018,19.43,7792158774140
Martinezhaven,03-02-2018,11.61,3416645088537
Joneschester,09-03-2018,39.32,1553159622320
West Robert,07-04-2018,40.69,502550639735
West Heidi,06-02-2018,40.55,6257937027554
Lake Jonathanshire,24-01-2018,34.65,3319117904437
Johnton,22-01-2018,24.17,7413359170219
South Karenland,31-01-2018,36.28,9219993138886
Liumouth,05-01-2018,27.02,3773616513642
Port Angela,08-02-2018,15.58,7388734438164
Johnton,26-02-2018,18.76,6360819904963
Pattyland,05-02-2018,28.81,115406526815
Deanville,26-04-2018,28.44,3326161310503
West Anthony,03-03-2018,20.71,7550332627602
South Phillip,28-02-2018,42.2,9813556258471
North Jason,05-01-2018,16.22,3842420346576
Loganberg,31-01-2018,13.69,4066009191862
Port Frank,27-01-2018,38.97,5944395790403
South Evanton,06-03-2018,44.41,2760303116294
West Angela,22-01-2018,32.18,4244815728759
Rodneyfort,12-04-2018,27.81,5669400941983
Carriemouth,28-04-2018,37.35,4812351487449
Hurleymouth,28-02-2018,44.85,5104279018287
Lake Danielberg,20-03-2018,33.9,25082058503
Lake Jonathanshire,24-03-2018,14.94,1670908453476
Williamsview,04-05-2018,32.8,2677734881755
West Josephberg,19-02-2018,4.07,1348027294873
Christopherfurt,06-04-2018,27.46,7399938354587
South Phillip,01-02-2018,39.27,5307992243039
New Paulville,18-02-2018,38.97,1733923029962
Grahamburgh,24-03-2018,32.17,2400244207933
Port Johnbury,08-02-2018,7.63,3497571495972
Port David,04-03-2018,23.7,6492204643079
West Ericstad,13-04-2018,22.39,5770758245255
Karenside,03-05-2018,32.68,9194164542801
Valentineton,25-02-2018,10.21,4595886540802
Martinezhaven,21-03-2018,39.26,9867639864905
Huntermouth,21-03-2018,27.96,3030924771455
Rogerston,18-03-2018,8.58,4178975305980
West Angela,07-03-2018,14.8,5022473192100
Rodneyfort,15-03-2018,30.83,4175051895472
North Jasmine,24-04-2018,28.24,8273889689587
Raymondhaven,25-01-2018,14.65,3912461075756
Richardfort,19-02-2018,27.11,8690324801449
West Josephberg,16-03-2018,10.04,6775774050400
Erikaland,07-05-2018,22.72,5590425216650
Royland,15-01-2018,4.1,9409233443225
Roberthaven,27-03-2018,11.51,9185063648602
Justinberg,16-04-2018,27.1,1854545390206
East Kaylahaven,04-01-2018,24.37,5735199074888
North Jason,22-02-2018,18.67,190295095970
Karenside,12-02-2018,25.58,6569017784661
Raymondhaven,28-02-2018,11.26,3122705988715
Amandaburgh,13-03-2018,13.88,6222134922674
Amandaburgh,22-04-2018,42.52,1901157522591
New Jacobville,27-04-2018,37.6,8780897700109
West Ericstad,19-04-2018,5.75,3497133215697
Christopherfurt,04-01-2018,15.47,1471158684562
Port David,27-03-2018,18.43,4635592843405
Martinezhaven,15-02-2018,15.93,9624577513483
West Robert,27-02-2018,22.81,5714311770037
South Michelleport,08-03-2018,27.42,3754244416932
Robertport,03-05-2018,31.62,4852264393826
West Anthony,04-02-2018,20.09,4221519670218
West Angela,20-03-2018,23.83,8750806883711
South Michelleport,07-05-2018,4.47,289109337792
New Paulville,01-05-2018,10.3,1057570440612
Justinberg,19-02-2018,36.27,7286435159398
Leahton,08-01-2018,39.81,457901817044
Justinberg,01-02-2018,31.07,2739645930677
South Latoya,12-02-2018,28.92,5779826808279
Williamsview,08-02-2018,25.3,2324596536285
Joneschester,15-01-2018,13.43,2235858014628
Williamsstad,06-01-2018,43.5,2047847470762
South Karenland,25-01-2018,31.02,500482494804
Carriemouth,01-04-2018,27.84,6589827440342
Valentineton,01-01-2018,12.31,4757042711529
Christopherfurt,12-03-2018,35.57,8286128053094
Huntermouth,05-02-2018,28.58,314351998542
Deanville,17-02-2018,25.33,2749473314662
North Barbara,05-05-2018,26.54,4328278612005
West Angela,25-01-2018,41.05,4602414089174
Martinezhaven,15-04-2018,35.45,4822605030086
West Anthony,12-01-2018,37.66,410252345130
West Samuelburgh,25-04-2018,26.44,4338654863099
West Josephberg,29-04-2018,28.73,1732534308091
Liumouth,11-04-2018,15.55,6828487158380
Karenside,04-04-2018,42.27,6771503242603
Loganberg,04-04-2018,25.93,186095541779
Johnton,21-01-2018,28.59,5597542881853
Carriemouth,08-03-2018,34.32,7984921253550
South Latoya,02-01-2018,43.72,390121563394
South Phillip,25-03-2018,7.04,7931640018113
Lake Danielberg,21-03-2018,14.12,8573675679656
Jerryton,27-01-2018,5.21,2366544103859
Simpsonburgh,28-04-2018,10.07,2994799721179
Amandaburgh,06-02-2018,11.93,7550325158038
Karenberg,14-02-2018,11.06,4344963104211
Jerryton,16-01-2018,22.26,974452603143
East Kaylahaven,27-03-2018,25.29,4840735033487
Pattyland,11-02-2018,33.21,1325884456705
South Michelleport,06-02-2018,25.58,6814776861505
Martinezhaven,23-02-2018,15.48,5946821101050
Loganberg,05-01-2018,5.92,5327695501243
New Paulville,13-04-2018,8.69,592220311870
South Evanton,10-01-2018,37.03,4817994919104
Port Angela,06-02-2018,24.47,1469816216996
West Gabriel,21-04-2018,4.96,2694140247746
New Kimberlyborough,28-03-2018,10.91,935421621766
West Anthony,16-04-2018,17.47,5706560548659
West Gabriel,16-01-2018,25.97,6590477525761
Karenside,24-01-2018,9.39,4829062946394
Liumouth,01-01-2018,37.91,5673666505216
Grahamburgh,20-04-2018,40.06,5161825299392
Christopherfurt,07-05-2018,6.39,7608007126056
West Gabriel,01-05-2018,27.45,2827457582877
West Heidi,17-01-2018,5.78,9107695766684
West Angela,04-01-2018,20.33,1920342316739
Christopherfurt,25-03-2018,7.19,6892683521361
Robertport,25-03-2018,35.29,7875812010140
Royland,16-01-2018,4.89,8053338078311
Huntermouth,19-03-2018,15.05,1677081037622
North Madeline,07-04-2018,11.92,737334504750
East Kaylahaven,07-01-2018,5.56,4657638800265
Loganberg,18-04-2018,22.51,3208043296870
North Jason,23-01-2018,6.54,5614763237556
South Latoya,31-01-2018,14.82,6963441669653
Karenberg,09-03-2018,35.68,8631752660819
West Anthony,01-05-2018,23.76,2929352162502
Williamsstad,25-03-2018,42.93,2209997295019
Port Angela,06-02-2018,11.39,6108669570569
Karenside,24-02-2018,27.64,8058212392569
East Kaylahaven,21-03-2018,9.42,1468264328626
South Michelleport,23-03-2018,14.72,490532201639
Pattyland,14-01-2018,40.21,5825972555502
Port Samanthamouth,28-02-2018,38.42,2105089681756
Reynoldsfurt,11-04-2018,42.97,1390651031898
Pattyland,27-03-2018,8.57,3074551600788
North Jasmine,24-04-2018,14.11,4194707515700
North Madeline,31-03-2018,21.24,654159976343
West Anthony,11-02-2018,15.55,5988409590665
Lake Danielberg,28-01-2018,25.98,1418324640212
Royland,19-02-2018,13.02,186046534225
Reynoldsfurt,08-03-2018,6.08,2567207216019
Roberthaven,09-02-2018,11.71,8182769308084
South Evanton,25-02-2018,15.94,2734317617023
Grahamburgh,04-03-2018,34.93,5941003515564
West Ericstad,29-03-2018,40.29,809503355163
Port Frank,17-02-2018,32.44,5387351568133
Lake Danielberg,08-02-2018,22.74,9524007172214
Erikaland,24-03-2018,4.07,6561682951720
Port David,11-02-2018,38,7772695039643
North Barbara,27-04-2018,16.89,5104120535581
Simpsonburgh,27-02-2018,13.38,1577917546598
North Jason,23-01-2018,32.77,2988756645264
Simpsonburgh,06-01-2018,27.2,3681834566855
South Phillip,18-04-2018,35.7,4752370633888
South Karenland,16-03-2018,4.87,2387922433429
New Paulville,14-03-2018,20.26,8812012942801
Johnton,14-02-2018,43.93,5443753596638
Port Johnbury,27-02-2018,11.33,3225778883557
Joneschester,12-03-2018,21.17,1576517155223
West Samuelburgh,12-02-2018,6.76,8530071327895
Huntermouth,28-04-2018,31.43,6660476793567
Deanville,01-04-2018,22.65,7002778816145
Leahton,15-02-2018,25.84,9242697245895
Hurleymouth,13-04-2018,40.93,4915205219019
West Anthony,21-03-2018,15.64,4746854764335
Karenside,23-01-2018,37.62,1952933579896
West Gabriel,28-02-2018,31.82,4153068746970
Carriemouth,26-03-2018,26.91,7852477915591
South Michelleport,01-03-2018,24.55,9789481999843
Rodneyfort,05-05-2018,22.24,5393286273394
Deanville,07-03-2018,31.08,9711261103928
Reynoldsfurt,04-05-2018,8.81,3238113908006
Justinberg,27-04-2018,18.99,3034613378260
Huntermouth,02-03-2018,10.89,1647274547856
West Robert,27-02-2018,8.37,489896842800
Port Angela,14-02-2018,42.04,896909208063
South Karenland,09-01-2018,44.44,3179946450655
Port David,24-03-2018,25.65,2084689891157
Liumouth,04-01-2018,9.1,8147675539090
Simpsonburgh,18-01-2018,15.36,5195666026077
South Evanton,14-04-2018,19.53,8345652117075
West Heidi,06-04-2018,25.06,8916009392669
Port Frank,14-01-2018,43.27,491472563955
East Kaylahaven,23-02-2018,15.94,1602386536198
North Madeline,28-01-2018,42.24,583417289652
Liumouth,14-04-2018,38.95,14588103145
North Madeline,06-03-2018,26.34,1883857992679
Williamsview,15-04-2018,44.74,2759396812039
North Barbara,16-03-2018,25.06,9745705975659
South Evanton,07-02-2018,7.69,9012605783098
Williamsstad,26-04-2018,18.92,1606397653905
Rodneyfort,12-01-2018,7.05,4239149293035
Karenside,19-04-2018,26.45,9293756968552
New Paulton,13-01-2018,29.9,4090332990250
West Robert,17-01-2018,12.71,8503432590634
Jerryton,14-02-2018,24.49,3080437772609
Karenberg,16-01-2018,41.26,3357149373173
Christopherfurt,03-05-2018,14.43,5644928631417
Grahamburgh,27-03-2018,4.63,7324442340207
New Kimberlyborough,02-03-2018,6.08,3872922863721
North Madeline,04-03-2018,6.19,546550288142
North Jason,12-03-2018,5.76,5113425087114
Liumouth,16-03-2018,34.2,2541738362957
New Jacobville,21-04-2018,13.53,5567937032597
Justinberg,24-04-2018,28.76,6493602832935
West Anthony,13-03-2018,5.03,1178018593506
Raymondhaven,13-01-2018,17.33,2830434127398
Royland,22-03-2018,23.31,2832997992475
Rogerston,30-01-2018,8.87,5686977709839
West Anthony,03-05-2018,21.38,9172650498634
Port Frank,06-04-2018,21.02,9714376208717
Lake Jonathanshire,11-04-2018,12.81,5999870428814
South Phillip,17-01-2018,23.46,2628017734404
South Karenland,03-03-2018,22.44,7458610805424
Port Samanthamouth,18-04-2018,23.56,8734248023829
Huntermouth,10-01-2018,43.01,7580698306378
Joneschester,22-04-2018,9.7,8587089133901
West Anthony,22-04-2018,19.95,1212046132747
North Jasmine,11-04-2018,27.54,5003273109567
Reynoldsfurt,10-03-2018,4.1,5690725376594
North Markport,22-02-2018,16.46,2798292218088
Huntermouth,09-01-2018,15.31,1530050197997
Rogerston,19-03-2018,29.88,3979709415828
Deanville,05-03-2018,11.16,4737023393340
Rodneyfort,11-01-2018,23.21,3433717126379
Reynoldsfurt,29-03-2018,31.43,9922313993736
West Josephberg,14-01-2018,9.71,4726129535990
Huntermouth,20-03-2018,40.55,6750623726934
Amandaburgh,24-04-2018,14.55,7836117055007
Port Frank,05-03-2018,36.35,9213719236849
Martinezhaven,10-01-2018,23.62,5469885684920
East Kaylahaven,10-02-2018,6.69,6071841295515
Joneschester,10-03-2018,22.72,8705027938818
West Angela,01-05-2018,23.23,7769940291512
New Paulton,24-04-2018,32.22,2989628941316
Roberthaven,05-03-2018,5.43,605361853427
Port Frank,09-03-2018,6.5,2109093047409
Port Frank,04-04-2018,39.39,7967483376646
Hurleymouth,07-03-2018,41.96,1677330771703
Leahton,06-03-2018,41.29,3310674816591
Johnton,07-02-2018,30.97,6853977450248
Lake Scottton,03-05-2018,25.68,771160797894
Simpsonburgh,31-01-2018,39.23,3697086244830
West Angela,21-02-2018,29.99,4367320607156
Williamsview,16-04-2018,20.38,8227750445178
West Josephberg,12-04-2018,15.49,5118230200567
West Josephberg,15-02-2018,36.7,8334271106867
South Karenland,19-02-2018,39.59,9834070706163
Barajasview,02-01-2018,36.13,8567191526174
East Kaylahaven,21-01-2018,36.89,2411253353023
Loganberg,12-01-2018,36.82,1078107100946
Richardfort,22-04-2018,39.74,4081388893008
Richardfort,31-01-2018,43.92,4066949857460
South Michelleport,01-04-2018,28.84,8846086448082
Barajasview,14-01-2018,19.81,2376258275704
West Heidi,18-04-2018,32.74,1746486459381
Leahton,31-03-2018,4.65,2204196907107
Port Johnbury,07-01-2018,19.08,8839376782201
Justinberg,07-05-2018,18.74,6395645209944
North Barbara,10-04-2018,10.94,355505295148
Barajasview,06-05-2018,17.63,9233210711447
Reynoldsfurt,12-04-2018,21.18,7471389630684
West Christopherberg,09-02-2018,33.97,4253879747453
Leahton,23-02-2018,7.08,3744450559493
Simpsonburgh,04-03-2018,23.33,999763197952
Port Frank,05-04-2018,14.21,8366078746939
West Heidi,17-04-2018,8.91,7617129474198
Robertport,24-04-2018,19.73,7443212616134
Loganberg,05-05-2018,30.47,7769257115143
West Josephberg,23-03-2018,33.12,2335403933616
West Anthony,03-04-2018,31.6,4965334251077
South Michelleport,22-04-2018,9.72,2088915921441
Amandaburgh,05-04-2018,25.55,8581415267582
Justinberg,01-04-2018,40.87,8957673981865
Joneschester,10-03-2018,27.91,1273089327705
Lake Scottton,11-01-2018,31.31,9305780926672
Rodneyfort,24-03-2018,31.41,827420157387
Pattyland,25-04-2018,44.39,1723704076506
Jerryton,28-02-2018,36.87,3091056853372
Lake Scottton,11-04-2018,22.03,2026817631440
Grahamburgh,29-04-2018,13.59,3200697602557
South Latoya,29-03-2018,5.93,2624300505522
Liumouth,27-03-2018,44.27,981646095196
Hurleymouth,02-03-2018,34.65,9380451674236
West Angela,15-02-2018,44.12,1962119538906
Reynoldsfurt,14-03-2018,35.65,9907094547309
Port Johnbury,29-03-2018,14.54,3761244486728
North Jason,15-02-2018,17.35,6041761536159
North Madeline,15-04-2018,37.6,3895257821808
Simpsonburgh,15-02-2018,4.63,60590634054
Hurleymouth,13-02-2018,25.72,8761492384598
West Robert,07-03-2018,4.28,2030781890598
North Jasmine,01-04-2018,28.04,5012381250511
North Jason,05-04-2018,32.18,3373552059268
South Jack,01-02-2018,26.72,5062167553046
West Heidi,09-02-2018,39.76,5522902563780
West Anthony,06-04-2018,14.3,7571962911640
West Ericstad,21-03-2018,18.24,4602951691465
West Samuelburgh,27-02-2018,32.73,5615978341618
New Jacobville,09-04-2018,4.95,4493739026643
Carriemouth,21-02-2018,23.48,4757309916575
Christopherfurt,18-03-2018,7.45,4451216191000
South Phillip,16-01-2018,7.08,8455684324577
Grahamburgh,28-01-2018,44.91,258537071837
Christopherfurt,25-03-2018,23.38,499819477057
Robertport,27-04-2018,41.48,6464585125888
Justinberg,26-04-2018,7.68,1068654868178
Port Frank,05-04-2018,36.08,345798180405
New Jacobville,13-04-2018,43.98,9448599228121
North Jasmine,01-02-2018,8.09,415938107224
Valentineton,18-03-2018,36.04,8732227820711
Huntermouth,06-01-2018,28.74,654209897024
South Jack,08-03-2018,17.17,8790956008800
New Paulton,15-03-2018,4.6,9741461074247
Williamsstad,21-04-2018,26.99,8562558271094
Jerryton,06-01-2018,27.71,9044741327560
Deanville,04-01-2018,4.56,6423110181560
South Evanton,22-03-2018,6.58,8377194684593
New Kimberlyborough,29-04-2018,9.08,3171924269846
Hurleymouth,24-03-2018,8.77,8274792045316
North Barbara,01-04-2018,31.72,9786164746039
West Angela,22-02-2018,19.44,3794957743208
Karenside,15-03-2018,31.89,5438262479794
South Phillip,01-05-2018,38.46,3438539201976
South Karenland,08-05-2018,19.77,7837163332630
Royland,21-02-2018,5.95,8419472819508
South Phillip,20-01-2018,24,7335381694023
South Phillip,02-05-2018,24.23,122972554913
West Gabriel,09-03-2018,14.41,8736179372694
South Karenland,14-01-2018,24.71,8612310537569
Robertport,27-04-2018,11.42,9229559709948
Roberthaven,12-02-2018,37,4695876927320
West Christopherberg,11-01-2018,44.76,2736821667334
Robertport,21-03-2018,8.2,3399765997944
West Anthony,07-02-2018,33.51,4163116879444
New Kimberlyborough,09-02-2018,6.43,6447146283593
Loganberg,02-02-2018,7.12,1273504899848
West Samuelburgh,11-01-2018,25.07,150842311533
New Kimberlyborough,24-04-2018,28.87,7937084886066
Roberthaven,25-04-2018,22.75,7370173740205
Barajasview,03-04-2018,44.15,9596158245970
Royland,22-02-2018,10.19,8898717814964
Rogerston,14-03-2018,10.29,7434755865561
Christopherfurt,12-02-2018,11.7,8493510475659
West Gabriel,20-02-2018,8.44,6912411809711
South Karenland,18-04-2018,8.56,7557919821071
Williamsview,26-04-2018,20.89,2565031924407
Deanville,05-03-2018,42.79,3624951927291
West Samuelburgh,16-01-2018,14.93,501860788836
North Barbara,14-02-2018,4.11,7676958819518
Christopherfurt,10-03-2018,22.65,5004635115882
Jerryton,01-02-2018,37.7,9580453081562
South Latoya,09-02-2018,12.17,9006323786141
South Latoya,04-03-2018,5.04,9877402838460
West Gabriel,17-03-2018,15.95,9297065011626
Lake Jonathanshire,23-01-2018,21.11,7711472105447
North Jasmine,10-02-2018,31.38,4746798812840
Raymondhaven,15-04-2018,6.74,6814069660716
Port Johnbury,25-03-2018,41.61,8060554577818
North Barbara,17-01-2018,18.27,378378458823
New Kimberlyborough,27-01-2018,23.09,5575542360660
Carriemouth,26-02-2018,19.05,1954595027791
West Samuelburgh,05-02-2018,31.94,6733377008433
Martinezhaven,17-02-2018,34.27,234040536506
North Barbara,30-04-2018,28.89,3280924853266
Valentineton,08-02-2018,36.23,6667399787796
West Robert,09-02-2018,26.1,18586563147
Roberthaven,07-04-2018,13.4,4901744924514
West Gabriel,20-04-2018,23.69,4906123013063
Karenberg,18-02-2018,44.08,7216870520002
Rogerston,08-03-2018,17.81,8564688877511
West Angela,12-01-2018,20.46,5241313119408
New Kimberlyborough,01-04-2018,10.76,9128314710444
Justinberg,20-02-2018,31.31,9201627426971
South Michelleport,02-01-2018,37.34,7660983928505
South Evanton,11-01-2018,39.99,9389412340616
Johnton,11-04-2018,33.12,7226095312061
Grahamburgh,03-04-2018,5.09,8563291978035
Rogerston,16-02-2018,20.64,8147119935068
South Karenland,21-04-2018,7.44,3546758082082
North Barbara,08-03-2018,29.15,96327208793
Jerryton,20-03-2018,15.37,931767662333
West Christopherberg,25-04-2018,35.39,7477243029144
South Jack,13-02-2018,32.64,880719000627
Port Samanthamouth,28-01-2018,15.49,3267076599938
New Paulton,29-03-2018,43.79,7069182200045
Carriemouth,18-04-2018,37.63,7736868729205
North Jasmine,27-02-2018,35.31,9250348453537
Rogerston,16-01-2018,31.34,132229043541
Port David,03-02-2018,21.2,571426064278
Williamsview,11-04-2018,33.68,2743576865816
South Evanton,26-04-2018,42.99,4021951320296
South Evanton,25-03-2018,23.48,4595712810673
Port David,07-04-2018,39.51,5955263794133
West Christopherberg,08-02-2018,14.22,3725594191671
New Paulton,19-03-2018,40.2,8200670656817
Leahton,04-02-2018,15.37,9588333638752
Valentineton,28-04-2018,5.73,211077450937
Port David,14-03-2018,9.22,3636094509357
West Robert,12-02-2018,14.8,8061825242787
Valentineton,02-01-2018,34.79,6364347026456
Port Johnbury,20-02-2018,27.1,3559371442324
Richardfort,04-03-2018,14.83,9474112834050
Karenberg,08-01-2018,9.5,1452908053234
West Robert,14-03-2018,18.28,4582728938880
New Paulville,15-02-2018,28.18,2042625414105
West Patrickchester,03-05-2018,44.85,9421076208137
Loganberg,03-04-2018,5.16,9234858994858
Pattyland,02-05-2018,4.23,165884747714
West Christopherberg,20-02-2018,26.9,1241904355851
Leahton,05-02-2018,8.38,5895519228312
Richardfort,28-03-2018,7.75,5539056178883
West Anthony,11-03-2018,41.37,1133824003625
East Kaylahaven,17-04-2018,41.19,632034433617
Williamsstad,01-04-2018,16.83,1516898097903
South Phillip,12-02-2018,23.69,3667620137676
West Samuelburgh,18-01-2018,16.96,3936672434669
Royland,24-03-2018,10.05,2956667449547
Justinberg,24-01-2018,8.83,1863373026072
Karenberg,30-01-2018,8.79,3832465976005
North Markport,09-04-2018,20.23,2580600321555
Roberthaven,17-03-2018,26.71,9351523593625
Royland,11-01-2018,43.07,758051257033
Hurleymouth,31-01-2018,19.23,9537342512126
Roberthaven,22-04-2018,31.29,4104819203471
Grahamburgh,16-03-2018,30.66,4739685866279
Johnton,26-04-2018,4.63,3435314950289
Huntermouth,07-05-2018,25.83,961632121092
Pattyland,19-03-2018,18.17,9394782106762
West Robert,16-04-2018,25.65,3598783489879
Leahton,13-04-2018,18.25,6160383330317
Port Frank,18-04-2018,33.73,2262735363722
Port Frank,28-02-2018,33.83,1263734830322
West Josephberg,08-03-2018,9.54,8122518407125
Grahamburgh,08-02-2018,10.63,3654329505875
Williamsstad,06-05-2018,26.43,8987900630211
North Barbara,27-03-2018,33.4,5616232989843
South Phillip,17-04-2018,42.3,1295834729480
Erikaland,05-02-2018,14.13,9877186615998
Port Samanthamouth,19-01-2018,38.58,2627706491192
North Jasmine,21-04-2018,5.31,2978643106961
West Gabriel,27-04-2018,37.74,7635908923026
Rodneyfort,06-02-2018,27.87,9791961135733
New Paulton,27-04-2018,19.06,200114730453
Hurleymouth,22-04-2018,9.14,5563891443844
South Phillip,02-03-2018,30.62,4979353054069
West Ericstad,25-01-2018,23.27,2128083228895
Port Samanthamouth,20-03-2018,36.7,818657902024
West Josephberg,17-01-2018,7.87,2300524346997
Port Angela,10-03-2018,43.18,1889756483447
West Gabriel,25-04-2018,10.86,8501534816997
Hurleymouth,15-02-2018,42.61,9951997361357
Jerryton,18-04-2018,42.8,2662884342881
Lake Danielberg,09-02-2018,10.62,9241723273680
South Phillip,14-01-2018,41.66,2773169266119
West Robert,28-03-2018,35.88,2845456872898
New Kimberlyborough,28-04-2018,33.35,9501644249110
New Paulville,02-05-2018,12.08,616282203086
West Josephberg,30-04-2018,40.08,5405559091854
Erikaland,17-03-2018,39.58,6422633857150
North Madeline,08-04-2018,25.79,9441483043169
West Heidi,06-04-2018,23.41,9786796535049
Reynoldsfurt,02-02-2018,29.07,1864214108957
South Latoya,18-01-2018,5.69,701359361728
Amandaburgh,07-03-2018,18.76,3419454549176
West Josephberg,20-01-2018,38.39,4397728070153
Lake Jonathanshire,29-01-2018,41.05,6649692036139
West Anthony,18-04-2018,31.16,8478263285526
Raymondhaven,06-04-2018,30.36,8733066774197
Hurleymouth,11-01-2018,37.44,7883631639510
Roberthaven,28-01-2018,21.72,7329967171497
New Paulville,29-04-2018,14.59,3633773352426
Robertport,26-03-2018,13.34,5448152130582
Port Frank,19-01-2018,4.86,5084604122837
Rogerston,26-03-2018,13.97,2819922682847
Liumouth,16-01-2018,6.02,3852178705457
Lake Danielberg,21-01-2018,14.09,9568308937660
West Josephberg,21-03-2018,6.13,2303866275192
Leahton,15-01-2018,21.95,1795517114461
Huntermouth,03-04-2018,29.88,8967623538278
Lake Danielberg,03-05-2018,19.97,554189360191
Loganberg,21-02-2018,7.49,641484440175
North Madeline,16-02-2018,37.75,1453604070822
Hurleymouth,09-04-2018,20.31,2511587245343
Port Johnbury,30-03-2018,19.48,5137842721901
Royland,07-05-2018,36.22,2538030596845
Richardfort,14-02-2018,44.11,2503858662225
Johnton,25-01-2018,28.14,7110470975159
North Jason,12-04-2018,33.12,1713993326185
South Phillip,05-01-2018,41.55,8825678119661
Reynoldsfurt,21-01-2018,25.19,1033224475506
West Ericstad,12-04-2018,27.69,4567962930203
Richardfort,27-04-2018,30.31,6106446829435
West Heidi,22-04-2018,8.89,5408402630569
Johnton,04-03-2018,36.76,3273293541841
